Breakdown by Connector,Vsessionid,Party Consolidated Connector,Race Connector,Race x Education Connector,Voters Gender,Econ Score,Q Age,Social Score,Weights Lv
Social Conservative + Econ Liberal,1749930138_684dd09ad59491.42100264,Republican,Hispanic,Non-White College,M,30.434782609,64,65.425531915,1.519724074
Social Conservative + Econ Liberal,1749924351_684db9ffc46097.55237167,Independent,White Non-College,White Non-College,M,18.478260870,33,68.617021277,0.885947777
Social Conservative + Econ Liberal,1749923368_684db628aac063.87523843,Republican,White College,White College,F,30.978260870,54,82.446808511,0.875918387
Social Conservative + Econ Liberal,1749920601_684dab5933e2e6.97678619,Republican,White Non-College,White Non-College,M,39.130434783,58,90.425531915,0.602071619
Social Conservative + Econ Liberal,1749918956_684da4ec8e7438.33047709,Republican,White College,White College,M,44.565217391,52,72.340425532,0.567288407
Social Conservative + Econ Liberal,1749918691_684da3e318a720.87333732,Republican,White Non-College,White Non-College,F,45.108695652,29,70.744680851,2.523737423
Social Conservative + Econ Liberal,1749918145_684da1c1b49438.83463160,Republican,Black,Non-White Non-College,M,44.565217391,29,66.489361702,0.749978695
Social Conservative + Econ Liberal,1749917540_684d9f64064005.39555850,Independent,White Non-College,White Non-College,M,36.956521739,68,88.297872340,0.278433044
Social Conservative + Econ Liberal,1749915883_684d98eb0d0354.13692436,Republican,White Non-College,White Non-College,F,25,70,70.744680851,1.075316578
Social Conservative + Econ Liberal,1749915717_684d9845c716e5.99091541,Republican,Hispanic,Non-White College,M,26.086956522,33,77.659574468,0.298109737
Social Conservative + Econ Liberal,1749915544_684d97988e0ac0.31014439,Democrat,Hispanic,Non-White Non-College,F,47.282608696,55,52.659574468,0.330015386
Social Conservative + Econ Liberal,1749915497_684d976914a5b2.18730891,Independent,Hispanic,Non-White Non-College,M,29.347826087,31,51.595744681,0.926958574
Social Conservative + Econ Liberal,1749915092_684d95d49cbd87.58877604,Republican,White Non-College,White Non-College,F,46.195652174,61,69.148936170,0.861076252
Social Conservative + Econ Liberal,1749914737_684d94719b0a34.06659722,Republican,White College,White College,M,36.956521739,71,84.574468085,1.515979920
Social Conservative + Econ Liberal,1749913816_684d90d862e195.28544809,Democrat,White Non-College,White Non-College,F,45.652173913,64,58.510638298,0.534230033
Social Conservative + Econ Liberal,1749912405_684d8b55a2b5b8.50092886,Republican,White Non-College,White Non-College,M,35.869565217,31,91.489361702,0.805023713
Social Conservative + Econ Liberal,1749912073_684d8a09205034.24572830,Democrat,White College,White College,M,40.760869565,62,55.319148936,0.729492850
Social Conservative + Econ Liberal,1749911517_684d87dd5c0209.99122662,Republican,Native and Other,Non-White College,F,0,64,63.829787234,2.487571408
Social Conservative + Econ Liberal,1749908524_684d7c2c3e0d90.77437866,Republican,White Non-College,White Non-College,F,48.369565217,67,61.702127660,0.454549798
Social Conservative + Econ Liberal,1749907811_684d79632b4403.43426292,Republican,White Non-College,White Non-College,F,49,82,64.361702128,1.336380203
Social Conservative + Econ Liberal,1749906679_684d74f70ab117.24274454,Republican,Black,Non-White Non-College,M,36.956521739,23,59.042553191,0.600282310
Social Conservative + Econ Liberal,1749906526_684d745ecf8966.74315894,Republican,White Non-College,White Non-College,F,31.521739130,67,70.212765957,0.696915001
Social Conservative + Econ Liberal,1749904770_684d6d827e98a1.71994006,Democrat,Hispanic,Non-White College,M,47.826086957,34,90.425531915,0.429445803
Social Conservative + Econ Liberal,1749901910_684d6256153ff1.12617585,Democrat,White Non-College,White Non-College,F,47.282608696,66,51.063829787,1.169779752
Social Conservative + Econ Liberal,1749900945_684d5e917003b6.63550477,Republican,White College,White College,F,46.195652174,64,94.148936170,0.750869833
Social Conservative + Econ Liberal,1749887276_684d292c015c71.11427182,Republican,White Non-College,White Non-College,M,46.195652174,32,55.319148936,0.568098722
Social Conservative + Econ Liberal,1749884082_684d1cb2c2f661.16367718,Republican,White Non-College,White Non-College,M,45.652173913,40,85.106382979,1.167805545
Social Conservative + Econ Liberal,1749882114_684d150255ef24.11256001,Republican,White Non-College,White Non-College,F,24.456521739,32,72.872340426,0.432269093
Social Conservative + Econ Liberal,1749880833_684d10012e0f23.81541240,Republican,White Non-College,White Non-College,F,35.869565217,76,61.170212766,0.757600813
Social Conservative + Econ Liberal,1749878861_684d084db3ea25.84289696,Republican,White Non-College,White Non-College,F,38.043478261,33,52.659574468,0.706752102
Social Conservative + Econ Liberal,1749878258_684d05f2468840.18613648,Republican,White Non-College,White Non-College,F,32.608695652,42,82.978723404,0.711225836
Social Conservative + Econ Liberal,1749878017_684d05014f8dc0.55042473,Republican,Hispanic,Non-White Non-College,M,15.217391304,32,65.957446809,0.467960554
Social Conservative + Econ Liberal,1749877460_684d02d45ab6a9.36341962,Republican,White Non-College,White Non-College,F,32.065217391,26,65.425531915,0.621364515
Social Conservative + Econ Liberal,1749877148_684d019c77ede8.01083559,Independent,Native and Other,Non-White Non-College,M,47.282608696,30,79.787234043,0.414698521
Social Conservative + Econ Liberal,1749873672_684cf408ca7333.02364248,Republican,Hispanic,Non-White Non-College,M,28.804347826,27,79.255319149,1.111500255
Social Conservative + Econ Liberal,1749872842_684cf0caf258c9.90169583,Republican,White Non-College,White Non-College,F,15.217391304,33,65.957446809,1.305023906
Social Conservative + Econ Liberal,1749871730_684cec723b10e3.52906799,Republican,White Non-College,White Non-College,F,36.956521739,34,76.595744681,0.633095793
Social Conservative + Econ Liberal,1749870594_684ce802f33302.91128197,Democrat,White Non-College,White Non-College,F,49.456521739,77,54.255319149,0.354063585
Social Conservative + Econ Liberal,1749870463_684ce77fccf7f9.38829449,Republican,Black,Non-White College,M,49.456521739,34,78.723404255,0.576795004
Social Conservative + Econ Liberal,1749870279_684ce6c7e80526.07795422,Republican,White Non-College,White Non-College,F,36.413043478,45,60.106382979,2.149219737
Social Conservative + Econ Liberal,1749870108_684ce61c9d9b84.59230981,Republican,White Non-College,White Non-College,M,38.586956522,29,54.255319149,1.032701633
Social Conservative + Econ Liberal,1749868926_684ce17eeaa3e9.52863932,Republican,Hispanic,Non-White Non-College,M,28.260869565,29,69.680851064,0.680874261
Social Conservative + Econ Liberal,1749868738_684ce0c29a3e18.42095433,Democrat,White College,White College,M,44.021739130,58,69.148936170,1.288776342
Social Conservative + Econ Liberal,1749867323_684cdb3b99cb99.79263919,Republican,Hispanic,Non-White Non-College,F,44.021739130,27,59.042553191,2.469931321
Social Conservative + Econ Liberal,1749867257_684cdaf94931d8.23359354,Republican,White Non-College,White Non-College,F,43.478260870,74,52.127659574,0.265103538
Social Conservative + Econ Liberal,1749866610_684cd8728f2170.58548256,Republican,Hispanic,Non-White Non-College,M,30.978260870,32,55.319148936,0.349159447
Social Conservative + Econ Liberal,1749864744_684cd12819a687.22824749,Independent,White Non-College,White Non-College,M,42.934782609,29,53.723404255,0.462900855
Social Conservative + Econ Liberal,1749864277_684ccf55ba01f5.54718235,Independent,Black,Non-White Non-College,F,39.673913043,32,53.723404255,0.573897613
Social Conservative + Econ Liberal,1749843870_684c7f9e48c609.45733995,Republican,Native and Other,Non-White Non-College,,38.043478261,26,56.382978723,0.610316638
Social Conservative + Econ Liberal,1749843586_684c7e82132bd9.72178501,Republican,Black,Non-White Non-College,M,30.434782609,26,55.319148936,0.537722072
Social Conservative + Econ Liberal,1749843559_684c7e676700e2.56845120,Republican,White Non-College,White Non-College,F,44.565217391,82,75,1.290461549
Social Conservative + Econ Liberal,1749842869_684c7bb503e1a7.80188465,Democrat,White Non-College,White Non-College,M,37.5,66,66.489361702,1.302290381
Social Conservative + Econ Liberal,1749842788_684c7b6444c2e5.02367669,Republican,White Non-College,White Non-College,F,36.956521739,28,83.510638298,0.445507875
Social Conservative + Econ Liberal,1749834677_684c5bb538adc8.63342127,Republican,White Non-College,White Non-College,F,46.739130435,59,61.170212766,0.771045525
Social Conservative + Econ Liberal,1749833913_684c58b9387765.27215660,Democrat,Black,Non-White Non-College,M,48.913043478,36,56.382978723,0.755067362
Social Conservative + Econ Liberal,1749832688_684c53f061dd51.89080768,Republican,White Non-College,White Non-College,F,48.369565217,82,70.744680851,1.090456795
Social Conservative + Econ Liberal,1749827691_684c406ba0c180.62916295,Democrat,Black,Non-White Non-College,M,47.826086957,70,57.446808511,1.831981502
Social Conservative + Econ Liberal,1749825941_684c39953b3cc0.62603951,Republican,White College,White College,M,46.195652174,66,76.595744681,0.961760712
Social Conservative + Econ Liberal,1749774110_684b6f1e1a9082.36406600,Republican,White Non-College,White Non-College,F,47.826086957,48,68.085106383,1.162841301
Social Conservative + Econ Liberal,1749772634_684b695af37584.32275934,Independent,White Non-College,White Non-College,F,6.521739130,66,59.574468085,0.378116496
Social Conservative + Econ Liberal,1749768035_684b5763e2df41.28034992,Democrat,Black,Non-White Non-College,M,49,43,54.255319149,0.510582638
Social + Econ Liberal,1750159882_6851520aa41888.79655498,Democrat,White Non-College,White Non-College,M,26.630434783,47,27.127659574,2.015163660
Social + Econ Liberal,1750151189_68513015464bf6.24906308,Democrat,White Non-College,White Non-College,M,36.956521739,48,42.553191489,2.059523034
Social + Econ Liberal,1750149323_685128cbd61266.27525916,Republican,White College,White College,F,25,56,32.446808511,1.738334292
Social + Econ Liberal,1750142586_68510e7aec7674.68378985,Republican,White College,White College,M,38.043478261,39,26.595744681,0.568273625
Social + Econ Liberal,1750135141_6850f165d30077.10240168,Democrat,White College,White College,F,27.173913043,27,24.468085106,0.392098711
Social + Econ Liberal,1750134859_6850f04b6ad837.99361155,Democrat,White College,White College,F,17.934782609,38,46.276595745,1.751096658
Social + Econ Liberal,1750130708_6850e0148a7b59.19447242,Democrat,White Non-College,White Non-College,M,23.913043478,44,27.127659574,1.541547459
Social + Econ Liberal,1750128555_6850d7ab42b7c1.64769320,Democrat,White Non-College,White Non-College,M,27.173913043,77,29.255319149,1.087172199
Social + Econ Liberal,1750126759_6850d0a72e3963.51955219,Democrat,White Non-College,White Non-College,M,28.260869565,48,40.957446809,0.682167116
Social + Econ Liberal,1750125663_6850cc5f3cf135.01897385,Democrat,White Non-College,White Non-College,M,29.347826087,65,41.489361702,0.836815833
Social + Econ Liberal,1750114143_68509f5fd39706.82646581,Democrat,White Non-College,White Non-College,M,20.652173913,70,48.404255319,0.913634255
Social + Econ Liberal,1750111946_685096ca5e6c42.49640001,Democrat,White College,White College,F,27.173913043,46,12.234042553,1.303734850
Social + Econ Liberal,1750102975_685073bfef3951.33556677,Democrat,White Non-College,White Non-College,M,13.043478261,70,36.170212766,1.253722592
Social + Econ Liberal,1750101061_68506c45cec5e6.86804355,Democrat,White Non-College,White Non-College,M,21.195652174,59,33.510638298,0.657175909
Social + Econ Liberal,1750097400_68505df850d867.80446754,Republican,White College,White College,F,22.826086957,32,38.297872340,3.210630961
Social + Econ Liberal,1750095847_685057e7a0cd15.51127789,Democrat,White College,White College,F,33.152173913,29,38.297872340,0.894713482
Social + Econ Liberal,1750090510_6850430e8897f7.63303939,Democrat,Native and Other,Non-White Non-College,M,13.586956522,74,30.319148936,1.192204392
Social + Econ Liberal,1750090241_68504201c38960.48527744,Republican,White College,White College,M,28.260869565,39,46.808510638,1.200301773
Social + Econ Liberal,1750086693_68503425858ec9.48381379,Democrat,White Non-College,White Non-College,M,16.304347826,42,32.978723404,2.370005157
Social + Econ Liberal,1750076398_68500beee7c774.10544950,Democrat,White Non-College,White Non-College,M,41.304347826,57,49,0.454972876
Social + Econ Liberal,1750050522_684fa6dae0e341.94764170,Democrat,Black,Non-White Non-College,M,22.826086957,75,33.510638298,0.669404959
Social + Econ Liberal,1750037451_684f73cba0bde7.60340107,Democrat,White College,White College,M,27.173913043,64,29.255319149,2.056688983
Social + Econ Liberal,1750034563_684f688353a743.09372027,Democrat,Hispanic,Non-White Non-College,,44.021739130,57,47.872340426,0.753181078
Social + Econ Liberal,1750033159_684f6307af58b6.73131662,Democrat,Hispanic,Non-White Non-College,F,19.565217391,38,40.957446809,2.511837103
Social + Econ Liberal,1750033051_684f629b3f2a47.67008895,Republican,Hispanic,Non-White College,F,17.934782609,37,47.340425532,1.581946507
Social + Econ Liberal,1750031735_684f5d774d50b8.53989728,Democrat,Black,Non-White Non-College,F,32.608695652,31,46.276595745,1.327085436
Social + Econ Liberal,1750030528_684f58c0099f66.28030336,Independent,White Non-College,White Non-College,M,17.391304348,40,40.957446809,0.535953707
Social + Econ Liberal,1750027491_684f4ce3de1342.75013106,Democrat,Black,Non-White College,M,13.586956522,53,47.340425532,1.624327967
Social + Econ Liberal,1750026825_684f4a49db7b26.21505965,Republican,Black,Non-White Non-College,M,26.086956522,57,38.829787234,0.325506132
Social + Econ Liberal,1750025238_684f4416c9d5f6.53525218,Democrat,Hispanic,Non-White Non-College,F,36.413043478,43,43.085106383,1.231751255
Social + Econ Liberal,1750024670_684f41decba637.97410933,Republican,White Non-College,White Non-College,F,20.652173913,65,27.127659574,1.451990552
Social + Econ Liberal,1750023787_684f3e6ba818f2.97329855,Democrat,Black,Non-White Non-College,F,37.5,76,27.127659574,0.964590279
Social + Econ Liberal,1750023114_684f3bca5e3190.21725025,Republican,Hispanic,Non-White Non-College,F,27.717391304,47,48.936170213,1.166710437
Social + Econ Liberal,1750021855_684f36dfc45ac0.78135052,Democrat,White Non-College,White Non-College,M,44.021739130,78,34.574468085,0.662158402
Social + Econ Liberal,1750020369_684f311198b156.93723118,Republican,White Non-College,White Non-College,F,34.782608696,54,33.510638298,0.678193805
Social + Econ Liberal,1750020330_684f30ea8ce1d5.75775080,Democrat,White Non-College,White Non-College,M,19.021739130,58,31.914893617,0.446823723
Social + Econ Liberal,1750020176_684f30509ef614.94777169,Democrat,White Non-College,White Non-College,M,21.739130435,74,31.914893617,0.496422608
Social + Econ Liberal,1750019118_684f2c2e0b13a0.82552334,Independent,White Non-College,White Non-College,,21.195652174,78,40.425531915,0.429126011
Social + Econ Liberal,1750019010_684f2bc2ce1cb5.79949810,Democrat,Black,Non-White Non-College,M,16.304347826,59,49.468085106,0.472136913
Social + Econ Liberal,1750018667_684f2a6b52c2b3.46055696,Democrat,White Non-College,White Non-College,M,25.543478261,68,44.148936170,0.450915267
Social + Econ Liberal,1750018538_684f29ea6555f4.70171120,Democrat,White Non-College,White Non-College,F,21.739130435,62,29.255319149,1.396887636
Social + Econ Liberal,1750018335_684f291fde4c07.24283284,Democrat,White Non-College,White Non-College,M,10.326086957,62,45.212765957,0.389746826
Social + Econ Liberal,1750018229_684f28b5163418.91145480,Democrat,White Non-College,White Non-College,F,4.347826087,75,31.914893617,0.905278357
Social + Econ Liberal,1750017985_684f27c1e80ce6.93691486,Democrat,White Non-College,White Non-College,M,27.717391304,86,32.446808511,1.781621702
Social + Econ Liberal,1750017847_684f27379a88f2.43207122,Democrat,Black,Non-White Non-College,F,26.630434783,60,33.510638298,0.439758924
Social + Econ Liberal,1750017366_684f25564dd371.56990664,Republican,White College,White College,F,36.956521739,53,47.340425532,1.896332799
Social + Econ Liberal,1750016923_684f239b5c43c1.39562539,Democrat,Black,Non-White College,F,34.782608696,49,11.702127660,0.774985590
Social + Econ Liberal,1750016124_684f207ccfdc57.31340806,Democrat,Hispanic,Non-White Non-College,F,25,66,46.808510638,0.514012875
Social + Econ Liberal,1750016017_684f201119c382.06834245,Independent,White College,White College,F,30.434782609,21,28.723404255,0.902364987
Social + Econ Liberal,1750015481_684f1df9416df8.83975683,Democrat,White Non-College,White Non-College,F,16.304347826,74,46.808510638,0.919386525
Social + Econ Liberal,1750014500_684f1a24953280.30250911,Democrat,Hispanic,Non-White Non-College,F,30.434782609,74,37.765957447,1.332641459
Social + Econ Liberal,1750014486_684f1a16efb125.87412683,Democrat,Black,Non-White Non-College,F,28.804347826,58,20.212765957,0.623136264
Social + Econ Liberal,1750014116_684f18a4b53df9.49377207,Democrat,Black,Non-White Non-College,M,19.021739130,66,37.234042553,0.774572900
Social + Econ Liberal,1750013911_684f17d7398cf1.00347769,Democrat,Black,Non-White Non-College,F,23.369565217,56,35.106382979,1.256871686
Social + Econ Liberal,1750013584_684f169075d869.41023865,Democrat,White Non-College,White Non-College,F,24.456521739,57,47.872340426,1.296737623
Social + Econ Liberal,1750013566_684f167ecd3ba6.55681966,Democrat,White Non-College,White Non-College,F,19.565217391,77,33.510638298,0.842203473
Social + Econ Liberal,1750013546_684f166a1f3cb9.19166937,Democrat,White College,White College,F,19.565217391,59,30.851063830,0.870557545
Social + Econ Liberal,1750012969_684f14292bd2b6.38222531,Democrat,Black,Non-White Non-College,F,36.956521739,75,47.872340426,0.610180799
Social + Econ Liberal,1750012843_684f13ab6ccd37.14321473,Democrat,Black,Non-White Non-College,M,40.760869565,51,27.659574468,0.574388032
Social + Econ Liberal,1750012790_684f1376ea65a9.91053361,Independent,Hispanic,Non-White Non-College,M,19.565217391,45,44.680851064,1.035724128
Social + Econ Liberal,1750012664_684f12f86360f8.75408112,Democrat,White Non-College,White Non-College,M,30.434782609,59,31.382978723,0.743977280
Social + Econ Liberal,1750012500_684f1254422bb5.10890159,Democrat,White Non-College,White Non-College,F,15.217391304,62,39.361702128,0.600592375
Social + Econ Liberal,1750012476_684f123ce993c1.74998518,Democrat,White Non-College,White Non-College,M,16.847826087,71,31.382978723,0.713308636
Social + Econ Liberal,1750012455_684f1227f30682.42996785,Independent,Hispanic,Non-White Non-College,F,44.021739130,37,50,2.363476867
Social + Econ Liberal,1750012311_684f1197d02347.33677579,Democrat,White Non-College,White Non-College,F,46.195652174,78,22.872340426,0.577466513
Social + Econ Liberal,1750011801_684f0f99158958.62738368,Democrat,Hispanic,Non-White Non-College,F,6.521739130,56,25.531914894,0.352645613
Social + Econ Liberal,1750011794_684f0f92c82b71.02751393,Democrat,White Non-College,White Non-College,F,13.043478261,61,44.148936170,0.375936295
Social + Econ Liberal,1750011413_684f0e157f5295.53131031,Democrat,White College,White College,F,13.043478261,69,31.914893617,0.546843334
Social + Econ Liberal,1750011219_684f0d53081e80.42577227,Democrat,Native and Other,Non-White Non-College,F,6.521739130,65,45.212765957,0.813246220
Social + Econ Liberal,1750011177_684f0d298afd68.77781111,Democrat,White Non-College,White Non-College,F,22.826086957,74,30.319148936,0.615115807
Social + Econ Liberal,1750010674_684f0b32183606.28829589,Independent,White College,White College,F,26.086956522,81,48.404255319,0.821713569
Social + Econ Liberal,1750010599_684f0ae76504e0.89535844,Independent,White College,White College,M,42.934782609,53,39.361702128,0.980300179
Social + Econ Liberal,1750010422_684f0a36706a40.41856061,Republican,White Non-College,White Non-College,F,49.456521739,47,42.553191489,0.691321608
Social + Econ Liberal,1750010371_684f0a037a0c12.35167535,Democrat,Black,Non-White Non-College,F,29.891304348,71,34.574468085,0.753091921
Social + Econ Liberal,1750010350_684f09eef0d585.69493847,Democrat,Black,Non-White College,F,30.978260870,55,47.340425532,0.524005000
Social + Econ Liberal,1750010253_684f098d139bc3.56865994,Democrat,Hispanic,Non-White College,F,25,57,43.085106383,0.760854571
Social + Econ Liberal,1750010152_684f0928c29370.49331599,Independent,White Non-College,White Non-College,F,25,30,42.553191489,0.565207999
Social + Econ Liberal,1750009793_684f07c1cb9a03.59092744,Democrat,White Non-College,White Non-College,M,9.239130435,66,31.382978723,0.992672821
Social + Econ Liberal,1750009762_684f07a2c72f70.33229023,Democrat,White Non-College,White Non-College,F,14.673913043,78,25,0.452575263
Social + Econ Liberal,1750008914_684f04520cf0a7.58793051,Democrat,White College,White College,F,6.521739130,73,30.319148936,0.210080605
Social + Econ Liberal,1750008780_684f03ccb64454.46403598,Republican,White Non-College,White Non-College,F,1.630434783,64,34.042553191,2.052798467
Social + Econ Liberal,1750008375_684f0237a40b39.81824308,Democrat,White Non-College,White Non-College,F,48.913043478,61,42.553191489,0.895662393
Social + Econ Liberal,1750008195_684f01835ba795.55876224,Democrat,Black,Non-White College,M,4.891304348,68,31.914893617,0.240289247
Social + Econ Liberal,1750008192_684f0180a62aa3.07382200,Democrat,Hispanic,Non-White College,F,42.391304348,52,49.468085106,1.514317656
Social + Econ Liberal,1750008015_684f00cfd499f3.54872953,Republican,White Non-College,White Non-College,F,41.304347826,51,22.872340426,0.292345980
Social + Econ Liberal,1750007960_684f00986b1c49.39082116,Democrat,White College,White College,M,0,68,34.042553191,0.411788813
Social + Econ Liberal,1750007953_684f009184c630.63199599,Democrat,Hispanic,Non-White Non-College,F,43.478260870,22,25,0.846128447
Social + Econ Liberal,1750007748_684effc4b6f542.46165514,Democrat,White College,White College,M,15.760869565,74,28.191489362,0.919759035
Social + Econ Liberal,1750007742_684effbe78a860.83326324,Democrat,White Non-College,White Non-College,F,28.260869565,77,31.382978723,1.342294456
Social + Econ Liberal,1750007448_684efe98822314.27825757,Democrat,White Non-College,White Non-College,F,43.478260870,58,49,1.792263438
Social + Econ Liberal,1750006975_684efcbfc66919.14053846,Republican,White Non-College,White Non-College,F,49,40,49,1.196606545
Social + Econ Liberal,1750006733_684efbcd93edc8.34590373,Democrat,Black,Non-White Non-College,M,17.391304348,70,42.553191489,0.504054702
Social + Econ Liberal,1750006654_684efb7ebb9490.47234755,Democrat,White Non-College,White Non-College,M,0,46,44.148936170,0.363049514
Social + Econ Liberal,1750006629_684efb659a8514.54116478,Republican,White College,White College,F,21.739130435,64,41.489361702,0.566816759
Social + Econ Liberal,1750006617_684efb59a88106.18113581,Democrat,White Non-College,White Non-College,F,19.565217391,65,38.297872340,0.542849705
Social + Econ Liberal,1750006501_684efae55268a2.16957268,Democrat,White Non-College,White Non-College,M,33.152173913,60,48.936170213,1.107826932
Social + Econ Liberal,1750006404_684efa84dfa328.56172034,Republican,White Non-College,White Non-College,F,43.478260870,34,20.212765957,0.420171694
Social + Econ Liberal,1750006300_684efa1c7e5db9.31803860,Democrat,White Non-College,White Non-College,F,26.086956522,57,19.680851064,1.223777494
Social + Econ Liberal,1750006274_684efa0208c7e0.37172182,Republican,White Non-College,White Non-College,M,40.217391304,61,40.425531915,0.472627905
Social + Econ Liberal,1750006123_684ef96b7ae4e1.43095547,Democrat,Hispanic,Non-White College,M,26.086956522,43,44.680851064,1.255270061
Social + Econ Liberal,1750005767_684ef807216460.46655098,Democrat,Black,Non-White Non-College,M,46.195652174,66,36.702127660,1.704449710
Social + Econ Liberal,1750005465_684ef6d969ebb6.22587350,Democrat,White Non-College,White Non-College,F,25,62,43.085106383,0.361250655
Social + Econ Liberal,1750005126_684ef5860322d5.82317056,Democrat,White Non-College,White Non-College,F,0,64,30.851063830,1.923152209
Social + Econ Liberal,1750004870_684ef486e1c627.12354171,Democrat,White College,White College,F,42.934782609,40,38.829787234,1.113874502
Social + Econ Liberal,1750004797_684ef43d7a00d8.19071089,Democrat,Black,Non-White College,M,21.195652174,48,48.404255319,0.951120138
Social + Econ Liberal,1750004774_684ef4263a9562.92841227,Democrat,White College,White College,F,41.304347826,61,43.617021277,0.621277872
Social + Econ Liberal,1750004539_684ef33bd26996.51323957,Democrat,Hispanic,Non-White College,M,17.391304348,69,38.297872340,0.324234543
Social + Econ Liberal,1750004151_684ef1b777fa12.25689049,Democrat,Black,Non-White College,F,23.913043478,80,33.510638298,0.399308165
Social + Econ Liberal,1750003433_684eeee938d842.52544379,Democrat,Hispanic,Non-White Non-College,F,40.217391304,52,34.042553191,0.474380087
Social + Econ Liberal,1750002883_684eecc3af2dd1.71466926,Democrat,Hispanic,Non-White Non-College,M,16.304347826,52,47.340425532,0.831423690
Social + Econ Liberal,1750002254_684eea4ea63451.65288952,Democrat,Black,Non-White Non-College,M,5.434782609,52,31.914893617,0.291195086
Social + Econ Liberal,1750002246_684eea46ef1c82.95644309,Democrat,White Non-College,White Non-College,F,39.130434783,60,34.574468085,0.944849261
Social + Econ Liberal,1750002232_684eea38516388.55981063,Democrat,White Non-College,White Non-College,M,4.891304348,61,29.255319149,0.657175909
Social + Econ Liberal,1750001845_684ee8b5d1d7f6.07725886,Democrat,White College,White College,M,20.652173913,54,29.255319149,0.649212974
Social + Econ Liberal,1750001844_684ee8b42b2834.07011760,Democrat,White Non-College,White Non-College,M,19.565217391,72,49.468085106,0.361761607
Social + Econ Liberal,1750001674_684ee80a7ef155.96427691,Independent,Hispanic,Non-White Non-College,F,49,52,43.617021277,0.241748547
Social + Econ Liberal,1750001256_684ee668c59483.63006258,Democrat,White Non-College,White Non-College,F,40.760869565,61,46.276595745,0.688103357
Social + Econ Liberal,1750001197_684ee62dbd8f72.54893171,Democrat,White Non-College,White Non-College,F,0,68,25.531914894,1.279078837
Social + Econ Liberal,1750001069_684ee5ada00813.78078651,Democrat,White Non-College,White Non-College,M,39.673913043,60,38.829787234,0.284022999
Social + Econ Liberal,1750001016_684ee5785e2d63.97779417,Democrat,White Non-College,White Non-College,M,28.804347826,60,42.021276596,0.284022999
Social + Econ Liberal,1750000996_684ee564eb0e33.15912709,Democrat,White Non-College,White Non-College,F,36.956521739,65,22.872340426,1.298333960
Social + Econ Liberal,1750000485_684ee365097381.14974510,Democrat,White Non-College,White Non-College,M,26.086956522,41,43.085106383,0.483208216
Social + Econ Liberal,1750000404_684ee314a59503.79165191,Democrat,Black,Non-White College,F,46.195652174,58,25,0.746962301
Social + Econ Liberal,1750000387_684ee303e798f2.77770815,Independent,White Non-College,White Non-College,F,17.934782609,67,36.170212766,0.325478517
Social + Econ Liberal,1750000349_684ee2dd46bde3.56760106,Independent,White Non-College,White Non-College,M,24.456521739,60,32.446808511,0.691226303
Social + Econ Liberal,1750000297_684ee2a9c7cc39.48060582,Democrat,White Non-College,White Non-College,F,9.239130435,56,34.574468085,0.949432639
Social + Econ Liberal,1750000191_684ee23fa0d2c3.37902053,Republican,White Non-College,White Non-College,F,40.760869565,79,49.468085106,0.771570872
Social + Econ Liberal,1750000186_684ee23ac43a41.80473936,Democrat,Hispanic,Non-White College,F,6.521739130,52,31.914893617,0.588927497
Social + Econ Liberal,1750000095_684ee1dfe2a3b1.17300086,Democrat,Black,Non-White Non-College,F,43.478260870,38,44.148936170,0.635198318
Social + Econ Liberal,1749999946_684ee14a49e051.30493691,Democrat,Black,Non-White Non-College,F,39.130434783,59,18.617021277,0.439758924
Social + Econ Liberal,1749999797_684ee0b546d797.89351814,Democrat,Asian,Non-White College,F,11.413043478,71,26.595744681,1.646254733
Social + Econ Liberal,1749999739_684ee07b599628.67060746,Democrat,White Non-College,White Non-College,F,34.782608696,80,48.404255319,0.486253587
Social + Econ Liberal,1749999418_684edf3a45f325.91609069,Republican,Hispanic,Non-White Non-College,F,23.913043478,30,25.531914894,1.517229409
Social + Econ Liberal,1749999300_684edec42f6c04.63792646,Democrat,White College,White College,F,22.826086957,68,47.340425532,0.435911035
Social + Econ Liberal,1749999131_684ede1b63f980.81454285,Independent,White Non-College,White Non-College,M,13.043478261,59,40.425531915,0.288281442
Social + Econ Liberal,1749999104_684ede0088add3.58123575,Independent,Hispanic,Non-White Non-College,F,30.978260870,41,26.063829787,1.366205355
Social + Econ Liberal,1749998860_684edd0cd2d7b6.73059554,Republican,Hispanic,Non-White College,M,27.173913043,34,42.553191489,1.128736242
Social + Econ Liberal,1749998701_684edc6d3a9eb5.79987993,Democrat,Black,Non-White Non-College,M,25.543478261,77,38.829787234,0.676064973
Social + Econ Liberal,1749998234_684eda9a0d1d37.30077434,Democrat,White Non-College,White Non-College,F,38.043478261,77,30.851063830,1.086781185
Social + Econ Liberal,1749998193_684eda7154e179.58574925,Democrat,Black,Non-White Non-College,F,15.760869565,66,32.978723404,0.381938098
Social + Econ Liberal,1749997841_684ed9116a4293.13868933,Democrat,White College,White College,F,48.369565217,66,24.468085106,0.492204874
Social + Econ Liberal,1749997658_684ed85a9165e4.86198256,Democrat,White Non-College,White Non-College,F,23.913043478,66,43.617021277,1.478699616
Social + Econ Liberal,1749997072_684ed610e87185.12057167,Democrat,White College,White College,F,15.217391304,56,32.978723404,1.860004009
